Student_ID,Name,Gender,Age,Department,10th_Percentage,12th_Percentage,CGPA,Attendance,Backlogs,Internships,Projects,Certifications,Coding_Rating,Aptitude_Score,Communication,Technical_Skill,Teamwork,Leadership,Problem_Solving,Resume_Score,Mock_Interview,Placement_Score,Placement_Status
STU0192,Bhavani Kata,Male,23,Electronics,94.36,68.12,7.85,93,1,0,6,4,90,69,57,49,52,62,96,53,35,82.6,1
STU0193,Christopher Dey,Female,22,Computer Engineering,89.44,97.21,8.61,90,1,0,5,6,90,84,88,35,100,66,68,41,70,92.59,1
STU0194,Meera Doctor,Female,22,Computer Engineering,91.56,68.53,9.43,86,0,0,6,5,65,31,55,86,65,57,91,98,48,88.12,1
STU0195,Gagan Dayal,Male,24,Electronics,87.42,93.9,9.77,98,3,1,6,5,47,76,61,95,93,78,100,88,78,88.82,1
STU0196,Vinaya Char,Male,22,Electronics,65.61,97.16,6.36,96,1,0,1,2,44,98,100,80,61,46,50,57,40,69.2,0
STU0197,Aditya Kanda,Male,23,Artificial Intelligence,81.16,86.91,5.71,75,5,1,5,8,99,58,52,79,64,58,80,92,97,73.73,0
STU0198,Max Kashyap,Female,23,Artificial Intelligence,89.81,65.69,8.42,78,3,1,2,6,85,82,41,92,53,69,56,84,88,74.54,0
STU0199,Oscar Tella,Female,22,Information Technology,85.82,72.73,9.36,89,5,3,4,2,80,68,97,60,75,51,77,76,83,85.53,1
STU0200,Advik Misra,Male,23,Civil,97.99,70.07,5.83,69,2,3,3,4,36,86,61,35,52,99,94,56,80,71.52,0
STU0201,Samuel Randhawa,Male,21,Mechanical,95.24,72.19,9.04,68,3,2,6,7,85,42,82,81,61,63,92,47,85,95.47,1
STU0202,Omya Dubey,Female,23,Information Technology,92.69,71.1,5.77,69,1,2,6,2,92,72,45,58,67,96,68,99,71,84.67,1
STU0203,Girik Bahl,Male,21,Civil,87.08,63.47,9.43,99,4,1,1,1,77,53,97,93,52,100,72,68,46,71.72,0
STU0204,Fariq Narayanan,Male,23,Computer Engineering,93.58,71.49,9.73,60,3,1,5,0,31,96,52,84,87,59,95,73,70,75.82,1
STU0205,Ekansh Natt,Female,22,Artificial Intelligence,69.31,91.97,7.65,61,4,3,5,8,79,61,98,80,68,76,62,86,90,90.23,1
STU0206,Upma Agate,Female,21,Computer Engineering,78.01,85.68,9.44,99,5,2,5,8,35,61,55,65,59,93,53,73,49,80.55,1
STU0207,Edhitha Arora,Male,20,Computer Engineering,93.31,91.65,8.31,61,2,3,1,3,50,76,87,55,73,64,61,46,41,78.47,1
STU0208,Lila Loyal,Male,21,Civil,79.48,60.65,9.05,100,0,2,2,4,85,70,100,67,96,41,77,82,40,93.56,1
STU0209,Sachi Golla,Female,23,Civil,78.39,94.72,9.73,72,0,0,3,0,79,73,75,68,92,60,72,54,82,82.82,1
STU0210,Ekansh Tak,Female,20,Computer Engineering,61.32,87.21,5.59,74,5,1,1,0,72,74,83,49,93,47,99,80,52,51.13,0
STU0211,Aadhya Jhaveri,Male,23,Electronics,69.79,92.57,6.77,60,4,3,6,6,97,91,54,99,92,53,44,94,54,91.73,1
STU0212,Widisha Atwal,Female,24,Electronics,91.84,71.78,9.73,70,1,3,6,2,35,69,42,63,94,84,43,48,83,89.97,1
STU0213,Frado Rau,Female,23,Mechanical,79.76,91.49,8.36,93,4,1,4,6,59,62,74,72,58,91,97,83,65,75.15,1
STU0214,Darpan Raman,Female,23,Artificial Intelligence,66.22,74.98,6.93,69,0,1,5,1,38,49,82,46,81,41,68,84,100,70.83,0
STU0215,Kala Thaker,Female,21,Computer Engineering,82.69,80.01,6.57,61,5,2,5,0,50,35,58,77,74,55,74,74,66,62.96,0
STU0216,Chatresh Devan,Male,21,Mechanical,75.04,97.18,7.67,99,0,0,6,3,98,97,94,46,54,54,41,81,93,92.91,1
STU0217,Victor Wali,Female,20,Computer Engineering,69.81,79.64,8.97,96,3,3,1,5,66,49,45,83,91,51,52,60,76,78.28,1
STU0218,Yashoda Bains,Male,22,Computer Engineering,93.26,91.19,6.54,88,3,3,6,5,57,87,77,68,65,78,54,90,81,89.68,1
STU0219,Harinakshi Tandon,Male,21,Mechanical,85.76,81.4,8.71,92,3,2,1,7,95,80,85,75,82,98,65,69,41,88.99,1
STU0220,Baljiwan Boase,Male,23,Civil,71.6,70.96,9.47,82,5,2,1,8,37,61,64,60,94,74,57,61,39,68.35,0
STU0221,Theodore Hayer,Male,20,Mechanical,72.41,62.14,7.41,86,2,0,2,4,85,88,55,82,53,42,72,94,37,69.82,0
STU0222,Jagat Sastry,Male,20,Civil,85.6,91.07,6.71,94,4,2,1,5,36,53,50,47,90,85,82,100,42,60.19,0
STU0223,Mohammed Kumar,Male,23,Mechanical,91.32,86.88,8.35,95,4,0,3,4,37,38,100,69,79,80,89,52,69,63.52,0
STU0224,Libni Devan,Female,21,Civil,81.58,83.53,9.17,91,4,2,3,5,82,93,70,43,59,71,61,99,60,83.3,1
STU0225,Yashodhara Bajwa,Female,24,Computer Engineering,95.08,61.26,7.63,96,1,2,4,1,86,72,72,61,89,70,43,40,48,86.09,1
STU0226,Jack Lad,Female,23,Information Technology,63.88,97.36,8.0,94,0,0,5,2,39,62,58,87,88,78,75,85,50,77.37,1
STU0227,Anika Sule,Male,20,Information Technology,77.84,75.44,9.48,99,5,3,1,5,40,32,78,39,80,95,59,51,55,67.14,0
STU0228,Raksha Iyer,Female,22,Mechanical,73.33,84.33,7.19,87,1,0,4,6,74,59,84,82,53,67,49,46,75,81.1,1
STU0229,Indali Seshadri,Female,20,Artificial Intelligence,82.16,60.45,9.44,78,4,1,1,2,87,75,40,70,82,60,69,76,61,66.59,0
STU0230,Jagrati Kumer,Female,22,Civil,77.43,67.75,9.82,64,3,2,5,6,67,91,77,51,89,44,90,54,78,90.31,1
STU0231,Pranit Sastry,Male,21,Civil,70.94,90.9,5.89,99,2,2,4,8,31,35,49,57,86,69,54,68,59,72.66,0
STU0232,Chakrika Pal,Female,24,Mechanical,91.78,72.1,5.69,80,1,0,2,4,66,61,81,40,72,64,79,97,54,64.87,0
STU0233,Prisha Badal,Female,24,Artificial Intelligence,95.54,92.16,9.37,81,4,0,5,0,87,38,67,88,54,57,80,94,80,76.91,1
STU0234,Yashoda Lall,Male,22,Civil,72.01,72.77,7.5,80,1,2,6,4,65,46,65,45,77,56,93,97,45,82.83,1
STU0235,Warda Verma,Male,20,Artificial Intelligence,68.9,90.54,7.44,72,2,2,2,5,76,67,57,57,51,100,82,65,95,75.92,1
STU0236,Imaran Ramachandran,Male,20,Electronics,86.8,65.11,8.05,91,4,3,5,7,76,52,77,91,96,61,95,55,64,88.24,1
STU0237,Ikshita Tara,Female,22,Artificial Intelligence,86.86,88.86,7.26,94,4,1,1,5,84,75,41,48,95,44,62,40,35,63.79,0
STU0238,Idika Chaudry,Male,20,Artificial Intelligence,64.13,73.04,9.6,83,1,0,1,8,54,93,73,66,89,44,97,56,67,78.37,1
STU0239,Omkaar Dixit,Female,24,Mechanical,84.66,92.24,5.66,97,2,1,5,4,87,96,100,44,82,94,44,41,53,83.91,1
STU0240,Sanya Kohli,Male,23,Civil,91.53,84.24,6.31,93,0,0,3,6,93,42,77,83,69,45,74,47,31,81.0,1
STU0241,Yashica Patla,Female,21,Information Technology,86.94,86.08,8.19,86,3,3,5,0,79,54,54,51,82,100,71,66,88,80.73,1
STU0242,Tanmayi Sarkar,Female,23,Information Technology,85.21,60.37,5.69,88,4,1,1,2,40,73,88,84,51,81,45,94,45,55.84,0
STU0243,Omya Mangal,Male,24,Information Technology,60.36,71.25,5.89,97,1,2,4,8,48,35,46,94,87,54,60,96,95,78.49,1
STU0244,Eta Lad,Female,20,Mechanical,78.01,73.71,5.54,88,2,3,5,1,96,86,92,64,83,92,95,63,85,88.25,1
STU0245,Balendra Hora,Male,20,Computer Engineering,81.48,62.14,5.65,86,3,3,1,5,88,48,100,70,88,58,94,73,48,74.96,0
STU0246,Lakshmi Barad,Female,22,Civil,95.27,92.61,9.35,99,2,1,6,1,79,39,99,85,69,61,54,78,98,91.59,1
STU0247,Wridesh Sawhney,Male,24,Artificial Intelligence,88.16,65.58,6.76,64,0,2,1,2,80,49,90,56,84,95,61,41,50,76.59,1
STU0248,Simon Vasa,Female,24,Computer Engineering,94.62,76.01,7.35,98,0,3,6,3,59,35,63,44,68,73,59,73,89,88.71,1
STU0249,Mugdha Sampath,Male,23,Mechanical,69.61,96.08,5.65,66,5,1,6,3,86,85,59,69,66,56,96,93,44,70.37,0
STU0250,Chavvi Lad,Male,24,Electronics,87.09,89.12,6.54,93,3,1,4,5,53,55,43,70,65,64,94,81,71,69.1,0
STU0251,Harshil Bobal,Female,23,Computer Engineering,66.18,62.65,9.16,67,3,1,4,1,92,39,50,56,82,52,86,98,35,70.85,0
STU0252,Pranav Rege,Female,20,Mechanical,94.05,93.93,7.19,61,1,0,1,8,62,57,83,50,59,51,89,75,32,71.53,0
STU0253,Girindra Choudhary,Male,23,Civil,90.32,81.65,5.5,71,4,0,4,3,69,64,78,64,88,97,46,42,68,63.7,0
STU0254,Avi Bala,Female,21,Artificial Intelligence,82.41,64.74,9.82,67,1,0,2,8,39,60,92,39,82,97,87,54,59,74.66,0
STU0255,Tristan Chakraborty,Female,20,Civil,69.38,87.18,7.59,65,2,0,6,4,31,39,53,57,99,97,42,54,93,65.64,0
STU0256,Ekiya Dhawan,Female,23,Computer Engineering,60.69,80.37,9.23,65,3,0,2,8,95,69,87,50,92,73,83,53,83,76.67,1
STU0257,Fiyaz Bedi,Male,23,Civil,79.43,64.14,6.71,92,4,1,1,2,96,97,41,60,90,42,58,91,77,61.58,0
STU0258,Vedhika Prabhakar,Male,20,Information Technology,88.28,72.43,9.16,67,1,3,1,2,32,97,54,97,69,44,88,73,44,83.34,1
STU0259,Neel Bhatnagar,Male,20,Information Technology,76.03,66.53,7.97,97,5,3,4,4,95,32,59,36,87,77,47,59,51,73.0,0
STU0260,Ishwar Yadav,Female,20,Civil,96.58,85.27,7.39,70,1,2,6,8,69,60,71,37,77,91,60,43,64,91.62,1
STU0261,Qasim Manda,Female,23,Artificial Intelligence,75.09,69.95,7.51,99,2,3,1,3,41,100,55,70,99,40,42,47,97,74.12,0
STU0262,Upasna Gara,Female,20,Mechanical,73.96,68.29,9.79,73,0,0,2,7,91,83,56,85,88,42,97,48,60,87.51,1
STU0263,Faras Samra,Female,22,Information Technology,78.42,66.98,6.89,66,2,1,5,7,71,38,98,40,59,73,95,88,55,75.87,1
STU0264,Azaan Memon,Male,21,Artificial Intelligence,86.42,94.98,9.29,88,5,1,2,6,53,79,48,83,65,89,64,70,52,71.07,0
STU0265,Libni Ray,Male,20,Information Technology,76.98,79.49,6.61,76,5,0,3,4,85,66,71,88,100,72,91,67,91,62.92,0
STU0266,Hemang Mohanty,Female,20,Mechanical,86.4,72.99,5.82,73,2,0,3,5,36,90,78,99,76,42,99,75,51,68.33,0
STU0267,Michael Gaba,Male,21,Mechanical,69.22,84.26,6.12,85,2,2,5,3,31,97,57,73,70,86,44,56,53,77.19,1
STU0268,Diya Ganguly,Female,22,Electronics,67.65,96.47,8.76,88,2,1,4,0,81,70,76,75,76,90,51,72,42,82.58,1
STU0269,Manbir Garg,Male,22,Computer Engineering,87.29,85.4,9.27,65,4,3,6,6,55,44,50,52,76,41,97,40,60,84.91,1
STU0270,Krishna Lanka,Female,23,Artificial Intelligence,61.44,93.44,6.01,96,0,3,2,2,76,80,41,100,85,70,56,50,70,83.81,1
STU0271,Rajeshri Toor,Male,21,Mechanical,60.8,75.2,7.68,78,4,3,1,3,32,52,54,75,68,82,79,50,33,60.76,0
STU0272,Tanveer Dube,Male,22,Mechanical,79.02,91.18,6.0,89,3,2,3,1,87,72,61,64,75,77,51,55,37,73.22,0
STU0273,Qabil Ganesan,Female,21,Mechanical,93.93,88.65,6.29,93,0,1,5,8,87,37,79,43,56,54,60,53,75,87.44,1
STU0274,Ucchal Viswanathan,Female,24,Electronics,85.32,65.22,6.54,65,4,0,4,8,39,49,88,78,68,42,77,58,73,64.73,0
STU0275,Aadi Ray,Male,20,Mechanical,76.58,62.96,9.68,65,0,0,6,1,83,45,82,93,68,88,64,64,99,89.01,1
STU0276,Krishna Edwin,Male,23,Mechanical,61.05,87.16,7.78,94,3,1,5,0,72,30,64,67,86,50,96,76,93,67.98,0
STU0277,Vinaya Subramaniam,Male,21,Artificial Intelligence,67.66,85.89,8.17,91,0,3,2,1,62,81,68,99,53,62,57,90,51,87.35,1
STU0278,Patrick Kannan,Male,24,Mechanical,60.4,85.61,8.41,87,5,0,1,8,67,61,79,45,94,64,61,43,58,59.32,0
STU0279,Charvi Dua,Male,22,Civil,63.41,94.87,7.16,91,1,1,4,0,64,69,68,41,84,86,68,49,88,72.1,0
STU0280,Bachittar Korpal,Female,22,Electronics,68.59,68.02,6.41,97,5,3,4,3,51,41,49,71,94,100,60,66,35,65.08,0
STU0281,Daniel Handa,Female,20,Civil,73.8,72.38,6.86,78,4,2,3,6,52,41,44,91,79,72,64,62,45,66.64,0
STU0282,Januja Dash,Female,21,Mechanical,91.34,93.81,7.34,96,3,0,1,5,91,97,82,74,92,96,60,87,65,74.94,0
STU0283,Gautam Shanker,Male,22,Mechanical,97.62,74.38,8.43,96,4,2,2,4,93,67,88,79,62,87,91,60,59,81.21,1
STU0284,Darpan Pal,Female,22,Computer Engineering,89.08,70.18,6.73,69,4,3,1,1,71,72,61,70,72,70,52,40,47,66.79,0
STU0285,Qadim Ganguly,Female,22,Civil,65.75,65.37,7.55,95,4,0,4,5,32,69,82,50,56,78,80,53,33,60.86,0
STU0286,Frederick Halder,Female,24,Mechanical,75.2,61.69,7.91,84,0,1,1,4,34,30,97,86,95,67,81,40,96,69.11,0
STU0287,Nathaniel Chaudhary,Male,24,Artificial Intelligence,72.42,73.43,8.37,81,4,0,2,8,93,46,95,72,59,64,69,87,80,70.62,0
STU0288,Chaitanya Tella,Male,24,Mechanical,67.27,87.82,7.99,67,4,1,4,5,57,88,45,96,66,48,94,98,100,72.29,0
STU0289,Aarini Sodhi,Female,20,Artificial Intelligence,88.12,93.23,9.1,65,4,0,6,4,60,78,51,69,57,51,81,50,82,77.39,1
STU0290,Ati Arora,Female,24,Electronics,68.63,75.19,9.17,98,2,3,5,2,48,49,51,76,88,69,49,94,77,85.42,1
STU0291,Shivani Sanghvi,Female,20,Information Technology,67.27,67.2,7.01,88,5,0,3,1,58,38,73,35,55,74,49,85,40,47.17,0
STU0292,Azad Mohanty,Female,21,Artificial Intelligence,76.74,61.94,9.3,64,3,2,2,3,71,86,41,53,68,52,86,55,45,74.32,0
STU0293,Yuvraj Bhatt,Male,23,Artificial Intelligence,97.3,97.11,7.32,91,5,3,6,2,77,81,44,49,73,73,83,40,72,80.58,1
STU0294,Qadim Trivedi,Male,21,Information Technology,92.98,97.4,6.43,67,3,2,5,5,73,74,53,44,77,99,98,52,99,80.3,1
STU0295,Warjas Vohra,Male,22,Artificial Intelligence,83.88,81.31,6.6,64,1,0,2,8,48,87,48,75,88,80,45,51,55,70.12,0
STU0296,Amruta Pandya,Male,22,Information Technology,84.88,71.71,8.31,64,5,2,2,3,71,38,65,98,54,56,51,97,82,67.23,0
STU0297,Lakshmi Deshpande,Female,24,Mechanical,65.68,71.44,6.3,85,3,3,2,0,97,39,67,39,88,94,85,91,30,66.61,0
STU0298,Omaja Hegde,Male,20,Electronics,89.36,64.59,7.44,66,3,0,6,3,49,85,81,58,73,96,53,55,34,71.33,0
STU0299,Sanaya Konda,Male,20,Mechanical,82.63,90.75,7.98,84,1,2,5,4,40,79,78,36,53,52,77,50,46,84.8,1
STU0300,Udarsh Singh,Male,20,Computer Engineering,65.27,61.68,9.19,60,5,0,5,6,52,77,93,41,62,58,60,95,100,68.98,0
STU0301,Chakradhar Sule,Female,20,Mechanical,65.9,91.68,9.83,69,0,1,6,2,45,43,64,84,95,42,40,91,32,86.72,1
STU0302,Damini Setty,Female,23,Artificial Intelligence,96.91,71.56,7.27,89,4,2,5,7,47,81,54,100,82,84,47,82,45,82.39,1
STU0303,Urishilla Kara,Male,23,Computer Engineering,71.73,69.61,9.07,60,5,1,3,2,77,66,70,54,95,94,61,75,97,64.82,0
STU0304,Rishi Muni,Female,23,Civil,73.91,90.41,6.64,92,2,1,6,0,97,44,46,77,100,53,73,47,80,76.56,1
STU0305,Daniel Rau,Female,21,Civil,92.59,89.82,7.38,94,1,0,6,8,90,89,54,88,62,99,43,43,46,93.3,1
STU0306,Aahana Pillay,Male,24,Information Technology,95.79,73.72,6.9,100,0,1,1,2,75,51,66,66,63,96,85,96,32,72.3,0
STU0307,Fiyaz Magar,Male,22,Civil,87.42,64.85,6.7,96,4,0,4,6,85,56,96,36,82,79,44,76,84,68.98,0
STU0308,Patrick Gill,Female,23,Civil,81.36,61.5,7.75,66,3,3,3,0,68,54,87,35,54,45,98,51,64,69.89,0
STU0309,Rushil Loyal,Male,24,Information Technology,60.28,79.21,8.33,89,4,1,3,5,67,92,55,37,81,46,53,70,54,65.51,0
STU0310,Elijah Bajwa,Female,24,Mechanical,60.11,69.24,7.57,71,4,0,3,2,43,62,99,98,60,64,96,70,89,59.98,0
STU0311,Yatin Mitter,Male,22,Computer Engineering,73.4,92.69,9.14,72,3,3,5,4,57,31,82,57,89,45,67,79,38,86.04,1
STU0312,Faraj Biswas,Female,24,Artificial Intelligence,95.9,79.68,5.78,65,0,1,3,7,62,74,98,49,71,46,45,41,93,79.77,1
STU0313,Adweta Mann,Male,24,Civil,87.61,63.28,5.51,87,4,2,5,5,85,64,61,71,97,57,61,79,73,76.81,1
STU0314,Hema Sankaran,Female,23,Information Technology,69.83,86.43,9.48,79,5,0,6,4,70,94,99,54,81,89,45,57,84,79.74,1
STU0315,Geetika Doctor,Female,20,Civil,66.37,75.24,5.63,75,4,1,4,3,85,53,45,62,70,92,84,89,40,61.92,0
STU0316,Forum Pai,Male,24,Artificial Intelligence,76.27,92.74,8.96,100,2,3,4,0,48,63,43,55,59,95,76,51,81,82.12,1
STU0317,Wazir Bir,Female,22,Information Technology,79.37,63.01,8.09,88,4,3,3,3,34,99,51,38,58,57,46,92,65,67.72,0
STU0318,Osha Salvi,Male,20,Mechanical,76.91,79.62,9.59,93,0,2,2,7,50,62,91,51,51,95,45,97,60,90.38,1
STU0319,Zilmil Nanda,Female,24,Computer Engineering,95.27,71.41,8.36,80,3,2,4,8,61,77,86,55,50,71,82,53,93,86.34,1
STU0320,Ekalinga Mohanty,Male,24,Electronics,84.93,84.22,6.54,84,5,1,3,5,49,71,54,96,81,46,67,77,42,62.64,0
STU0321,Meera Dalal,Male,21,Information Technology,76.68,68.6,7.28,75,5,3,3,4,91,79,47,88,65,78,47,97,60,74.89,0
STU0322,Bina Nagarajan,Female,22,Electronics,86.51,60.92,9.27,62,1,3,4,4,91,47,68,43,83,89,90,52,82,91.83,1
STU0323,Advik Parsa,Male,20,Computer Engineering,80.05,67.08,8.36,70,1,0,6,5,47,31,100,65,85,80,98,89,73,77.58,1
STU0324,Anika Mukhopadhyay,Male,23,Electronics,64.49,73.56,5.55,90,3,3,5,8,89,99,100,49,60,64,81,94,78,90.55,1
STU0325,Gaurang Chaudhuri,Female,20,Computer Engineering,92.28,64.02,6.88,96,5,2,1,0,64,75,85,60,52,48,91,86,32,61.79,0
STU0326,Ati Bhatti,Male,23,Artificial Intelligence,95.16,85.64,7.62,60,2,3,6,5,40,74,91,55,84,84,74,44,49,89.32,1
STU0327,Meghana Borah,Female,23,Civil,82.0,70.11,6.8,64,1,2,5,8,85,64,96,93,56,67,60,76,49,96.06,1
STU0328,Anthony Gaba,Male,20,Information Technology,70.28,73.55,7.81,90,1,3,5,6,67,65,44,48,88,99,68,70,96,87.25,1
STU0329,Aryan Mukhopadhyay,Male,21,Electronics,73.58,90.04,8.2,97,2,2,1,8,51,88,57,99,94,71,99,42,56,82.66,1
STU0330,Zaid Raju,Female,24,Mechanical,75.08,96.95,9.81,63,1,1,6,0,38,64,98,49,83,75,43,40,83,83.77,1
STU0331,Yasti Balan,Female,22,Mechanical,73.49,85.95,6.32,71,1,1,4,5,46,83,88,83,75,43,75,54,98,79.43,1
STU0332,Michael Agrawal,Male,22,Information Technology,76.42,84.88,6.63,97,2,0,4,6,49,67,40,67,88,42,50,84,84,68.99,0
STU0333,Tanveer Bhandari,Male,22,Information Technology,91.5,96.78,7.3,91,1,0,5,1,36,72,86,64,54,92,87,98,57,75.58,1
STU0334,Nathan Shetty,Male,22,Electronics,93.05,78.57,7.92,90,4,3,3,6,48,63,47,68,57,94,71,66,90,74.5,0
STU0335,Qasim Chowdhury,Male,24,Electronics,87.19,69.26,9.51,79,3,1,6,0,54,60,92,41,98,80,83,43,64,77.02,1
STU0336,Widisha Korpal,Female,20,Civil,96.75,97.72,7.41,76,1,1,2,5,48,54,68,52,99,41,47,55,87,71.67,0
STU0337,Adya Suri,Male,24,Computer Engineering,84.37,60.64,9.33,77,0,2,1,7,46,68,95,63,93,100,93,88,86,87.51,1
STU0338,Zaid Bhasin,Male,22,Electronics,81.98,96.06,6.31,95,4,2,3,8,75,68,64,57,86,70,66,58,56,76.32,1
STU0339,Jagrati Padmanabhan,Female,24,Artificial Intelligence,74.83,66.48,9.31,89,5,1,1,8,68,60,97,85,69,51,95,62,87,72.6,0
STU0340,Ekaraj Srinivas,Female,21,Information Technology,87.8,96.08,5.51,88,1,3,3,7,56,50,46,98,93,65,52,44,32,83.61,1
STU0341,Niharika Dayal,Male,24,Electronics,63.41,87.28,5.55,97,2,1,3,0,88,85,52,83,97,63,52,78,51,69.22,0
STU0342,Ojasvi Shenoy,Female,23,Information Technology,81.48,80.97,9.57,69,4,2,6,5,51,87,53,43,84,56,57,100,78,83.79,1
STU0343,Hemani Samra,Male,23,Information Technology,74.76,73.96,8.64,60,5,1,2,2,47,89,97,51,63,65,49,65,92,62.9,0
STU0344,Gauri Lall,Male,21,Computer Engineering,89.38,62.76,6.99,82,3,3,5,8,64,96,100,57,80,88,61,63,48,91.19,1
STU0345,Bahadurjit Sridhar,Female,23,Information Technology,64.39,61.84,6.99,83,4,2,4,5,80,53,82,82,83,91,44,70,47,76.45,1
STU0346,Jai Virk,Female,20,Electronics,66.27,73.91,5.97,99,4,1,5,6,60,60,72,88,82,45,100,78,72,70.91,0
STU0347,Krisha Devan,Female,22,Electronics,78.48,61.56,6.16,69,2,0,2,4,40,35,80,98,79,77,67,83,47,59.07,0
STU0348,Harsh Agrawal,Male,22,Mechanical,80.64,69.7,7.28,80,3,2,1,6,38,69,89,93,93,85,51,82,64,72.39,0
STU0349,Sudiksha Kant,Female,21,Mechanical,85.21,83.56,6.06,61,5,1,2,6,72,32,69,64,73,46,84,59,36,57.35,0
STU0350,Divya Nagar,Male,20,Artificial Intelligence,81.04,96.84,6.05,65,1,2,4,6,57,77,93,86,60,91,90,61,63,89.29,1
STU0351,Ekaraj Sridhar,Male,24,Civil,74.84,77.31,7.71,85,5,2,1,3,98,51,93,90,50,94,66,44,97,71.98,0
STU0352,Tanish Raval,Male,24,Information Technology,69.58,70.66,6.85,97,4,3,3,4,41,30,85,59,100,69,82,57,38,66.12,0
STU0353,Ishita Dubey,Female,22,Electronics,88.86,89.95,5.82,92,2,3,5,4,90,66,92,67,78,61,99,79,69,92.12,1
STU0354,Ekaja Parmar,Female,20,Electronics,86.01,73.2,7.34,90,5,3,4,6,49,92,61,92,57,77,88,47,96,79.95,1
STU0355,Lipika Datta,Female,23,Information Technology,71.53,88.86,7.85,77,1,1,3,2,80,95,47,95,59,50,92,87,63,79.29,1
STU0356,Arya Seshadri,Female,20,Electronics,76.54,70.88,8.09,77,2,2,2,7,76,96,53,98,66,96,95,76,73,84.87,1
STU0357,Bishakha Raman,Female,24,Computer Engineering,85.55,90.06,6.82,60,1,3,5,8,78,43,42,63,77,80,59,46,72,89.7,1
STU0358,Anika Dar,Male,21,Information Technology,90.36,72.66,7.16,88,1,1,1,8,55,52,51,89,80,98,56,79,80,72.47,0
STU0359,Karan Anne,Male,20,Mechanical,94.67,65.96,8.83,86,1,1,4,7,94,90,77,78,82,68,75,66,76,96.62,1
STU0360,Aarnav Rana,Female,24,Computer Engineering,89.77,62.2,9.65,62,5,2,4,4,85,59,92,46,84,70,82,72,86,81.05,1
STU0361,Wishi Gour,Female,21,Civil,87.84,61.93,8.98,74,5,3,6,4,85,58,100,85,83,62,70,77,95,91.69,1
STU0362,Gaurangi Dhingra,Female,24,Information Technology,74.59,69.52,5.96,83,3,2,1,4,38,71,84,66,50,65,75,55,55,64.28,0
STU0363,George Ahluwalia,Female,21,Civil,97.37,81.74,6.16,90,2,3,6,2,45,31,80,48,79,58,48,76,37,79.38,1
STU0364,Anika Dara,Female,24,Artificial Intelligence,65.33,77.22,8.92,92,3,3,6,5,79,74,43,97,81,98,100,75,49,94.94,1
STU0365,Yashvi Kota,Male,24,Mechanical,62.67,74.57,8.44,66,2,1,2,6,76,100,73,92,55,89,92,71,48,78.8,1
STU0366,Bachittar Walla,Female,20,Computer Engineering,78.34,60.14,6.51,86,5,3,3,8,47,49,65,47,97,96,99,93,60,65.32,0
STU0367,Aayush Mandal,Female,23,Information Technology,60.56,82.82,5.61,82,3,0,4,1,44,41,92,100,93,56,74,53,75,61.56,0
STU0368,Fariq Palla,Male,22,Civil,91.58,96.26,8.64,82,2,2,5,0,92,54,54,46,77,79,76,74,40,87.36,1
STU0369,Chaman Pillai,Male,23,Civil,94.42,76.42,9.6,60,1,0,2,8,92,60,48,72,73,60,68,52,50,83.08,1
STU0370,Urvashi Seshadri,Female,21,Computer Engineering,88.55,92.08,6.54,100,2,0,1,4,45,68,49,50,97,44,49,66,83,59.59,0
STU0371,Vasudha Sha,Female,21,Civil,62.33,97.91,8.97,89,3,2,6,0,42,34,61,78,57,91,95,40,94,79.01,1
STU0372,Jeevika Singhal,Male,23,Electronics,81.06,96.68,7.11,88,2,2,1,8,59,65,46,57,87,57,74,86,48,75.04,1
STU0373,Advika Magar,Female,24,Computer Engineering,65.31,93.63,6.94,66,1,3,3,1,41,62,81,77,92,65,53,86,40,77.22,1
STU0374,Urvi Master,Female,24,Civil,75.57,84.47,7.96,100,2,0,2,5,68,61,85,53,81,79,81,44,76,70.02,0
STU0375,Qasim Khatri,Female,20,Information Technology,75.66,81.67,9.19,96,4,1,3,5,44,49,93,45,67,66,95,41,90,69.21,0
STU0376,Arunima Brar,Female,23,Mechanical,76.61,73.86,7.32,98,0,2,5,1,97,57,51,70,77,48,68,52,64,88.94,1
STU0377,Chandani Patla,Female,23,Electronics,62.46,96.67,6.26,82,5,2,6,2,75,75,49,39,62,81,45,42,78,70.08,0
STU0378,Abdul Parsa,Female,20,Information Technology,78.18,91.85,8.57,83,3,3,1,1,74,85,82,51,59,57,77,54,81,80.19,1
STU0379,Andrew Biswas,Female,24,Information Technology,66.2,79.59,7.3,87,5,1,5,1,48,59,69,41,72,66,99,57,83,58.63,0
STU0380,Daniel Varma,Female,24,Artificial Intelligence,96.88,97.26,7.41,66,1,2,6,6,69,78,60,41,53,87,50,86,63,91.78,1
STU0381,Dipta Balan,Female,21,Artificial Intelligence,90.15,97.54,8.3,81,3,2,5,3,77,53,66,71,93,40,52,74,96,84.97,1
STU0382,Manan Morar,Male,24,Information Technology,84.12,91.21,6.84,78,5,0,5,7,57,41,84,69,73,100,50,75,43,67.06,0
STU0383,Urishilla Buch,Female,23,Mechanical,86.63,81.48,6.69,72,3,3,6,8,46,31,97,73,52,76,77,76,88,85.79,1
STU0384,Yashasvi Bali,Female,24,Mechanical,70.76,84.01,7.8,63,4,3,2,1,69,39,66,55,76,100,72,57,99,65.58,0
